X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
73.832413,18.518391,Indreshwar Sugar Mills Ltd,,,,,,-1,0,-1,,
72.825695,18.9293889,Oudh Sugar Mills Limited,,,,,,-1,0,-1,,
72.8297478,18.9524457,Harinagar Sugar Mills Ltd,,,,,,-1,0,-1,,
74.275105,16.693535,Maharashtra Sugar Sangh,,,,,,-1,0,-1,,
74.1381253,16.7651926,Dalmia sugar factory,,,,,,-1,0,-1,,
74.241198,16.704851,JK SUGARS,,,,,,-1,0,-1,,
75.6837168,18.6871432,Bhimashankar Sugar Mills Ltd,,,,,,-1,0,-1,,
85.85378,20.305678,Nayagarh Sugar Complex Ltd.,,,,,,-1,0,-1,,
83.6461481,21.3293178,"The Bargarh Co-Op Sugar Mills Ltd.,",,,,,,-1,0,-1,,
85.604263,20.65616,Shakti Sugar Limited,,,,,,-1,0,-1,,
85.5695023,20.6731066,Sakthi Sugars Ltd.,,,,,,-1,0,-1,,
88.3506798,22.5378609,Harinagar Sugar Mills Limited,,,,,,-1,0,-1,,
88.359,22.533,Gobind Sugar Mills Ltd,,,,,,-1,0,-1,,
88.2485966,23.7903268,Plassey Sugar Mill,,,,,,-1,0,-1,,
88.348145,22.5379412,Vishnu Sugar Mills Ltd,,,,,,-1,0,-1,,
88.3511327,22.5721137,Gobind Sugar Mills Ltd,,,,,,-1,0,-1,,
88.3499701,22.570344,Upper Ganges Sugar Mills Limited,,,,,,-1,0,-1,,
88.3508679,22.5609364,Khaitan India Ltd,,,,,,-1,0,-1,,
88.3521738,22.5410882,Balarampur Chini Mill,,,,,,-1,0,-1,,
88.3507267,22.5377811,Balram Pur Chini Mills Ltd,,,,,,-1,0,-1,,
88.2485966,23.7903268,Plassey Sugar Mill,,,,,,-1,0,-1,,
88.3666094,22.5583576,Balarampur Chini Mills Limited,,,,,,-1,0,-1,,
88.359,22.533,Gobind Sugar Mills Ltd,,,,,,-1,0,-1,,
74.0951436,15.4017722,Sanjivani Sahakari Sakhar Karkhana Ltd.,,,,,,-1,0,-1,,
74.1761073,15.999831,Ajara Shetkari Sahakari Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
74.379494,16.398041,Shri Halasidhanath Sahakari Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
74.2369766,16.7018546,Shree Bhogawati Sahakari Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
74.1209579,16.6893102,Kumbhi Kasari Sahakari Sakhar Karkhana,,,,,,-1,0,-1,,
73.9545872,17.3200499,Loknete Balasaheb Desai Sahakari Sakhar Karkhana,,,,,,-1,0,-1,,
74.1387317,16.7658579,Shree Datta Sahakari Sakhar Karkhana,,,,,,-1,0,-1,,
74.3651193,17.2199827,"Coporate Office, Sonhira Sahakari Sakhar Karkhana Ltd.",,,,,,-1,0,-1,,
74.3822059,17.307733,Soanhira Sahakari Sakhar Karkhana Limited,,,,,,-1,0,-1,,
74.2903189,17.0697986,Rajarambapu Cooperative Sugar Refinery,,,,,,-1,0,-1,,
74.000938,17.691401,Ajinkyatara Sahakari Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
74.9167895,17.6124858,Sadguru Sri Sri Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
75.3319558,17.6583432,Sadguru sri sri sakhar karkhana ltd,,,,,,-1,0,-1,,
74.6838971,18.1172813,Shri Chhatrapati Sahakari Sakhar Karkhana Ltd.,,,,,,-1,0,-1,,
75.2563477,18.0466391,Vitthalrao Shinde Sahakari Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
73.7898023,19.9974533,Dwarkadhish Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
73.9243548,18.503184,Shreenath Mhaskoba Sakhar Karkhana Ltd C O,,,,,,-1,0,-1,,
74.8989541,18.3302104,Makai Sugar Factory,,,,,,-1,0,-1,,
74.2459411,17.16757,Yashwantrao Mohite Krishna Sahakari Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
76.580971,18.39768,Vikas Sahakari Sakhar Karkhana Ltd,,,,,,-1,0,-1,,
76.5603829,18.4087934,Vikas Sahakari Sakhar Karkhana Ltd.,,,,,,-1,0,-1,,
74.5001364,16.2478667,Hira Sugar Factory,,,,,,-1,0,-1,,
74.8390163,16.7341223,Athani Farmers Sugar Factory Ltd,,,,,,-1,0,-1,,
74.8207381,16.6502569,The Ugar Sugar Works Ltd.,,,,,,-1,0,-1,,
75.2705102,16.3501565,Nirani Sugars Ltd,,,,,,-1,0,-1,,
75.2239764,16.2771103,"ICPL Sugar Factory, Uttur",,,,,,-1,0,-1,,
75.31227,14.7756781,GM SUGARS Factory,,,,,,-1,0,-1,,
75.8818438,14.3301448,Davangere Sugar Company Limited,,,,,,-1,0,-1,,
75.6405686,15.9068484,Badami Sugars Limited,,,,,,-1,0,-1,,
77.6148087,12.9704869,Bannari Amman Sugars Ltd,,,,,,-1,0,-1,,
76.982231,10.997142,Bannari Amman Sugars Limited,,,,,,-1,0,-1,,
76.64611,12.303534,Bannari Amman Sugars Limited,,,,,,-1,0,-1,,
76.7581711,12.1046142,Bannari Amman Sugars Limited,,,,,,-1,0,-1,,
77.0287943,12.1306558,"Bannari Amman Sugars Limited,Kunthur",,,,,,-1,0,-1,,
75.6615384,16.3509826,Badagandi,,,,,,-1,0,-1,,
77.554777,17.750853,Baroor,,,,,,-1,0,-1,,
77.1333,16.7667,Core Green Sugars Yadgir,,,,,,-1,0,-1,,
76.9787563,12.6998779,NSL Sugars Ltd,,,,,,-1,0,-1,,
77.0535798,12.3853432,Malavalli,,,,,,-1,0,-1,,
76.2174935,17.0908585,Sugar Factory Almel,,,,,,-1,0,-1,,
77.5901513,12.9899447,GEM Sugars Limited,,,,,,-1,0,-1,,
77.6181263,12.9713754,The India Sugars And Refineries Limited,,,,,,-1,0,-1,,
75.2858209,16.3333105,Indian Cane Power Limited,,,,,,-1,0,-1,,
75.6789905,17.3487264,INDIAN SUGAR,,,,,,-1,0,-1,,
75.677984,17.325981,Indian Sugar,,,,,,-1,0,-1,,
76.0454492,17.260667,Sugar Factory,,,,,,-1,0,-1,,
76.1303545,17.1260989,"Jamkhandi Sugars Ltd,nad K.d.",,,,,,-1,0,-1,,
77.5940937,12.9855077,Mysore Paper Mills Limited,,,,,,-1,0,-1,,
77.6190723,12.9544874,The Mysore Paper Mills Limited,,,,,,-1,0,-1,,
72.8214262,18.924473,Mysore Paper Mills Limited,,,,,,-1,0,-1,,
75.2172571,15.9412289,Parrys Sugar Industries Limited,,,,,,-1,0,-1,,
75.007808,15.4589236,Dharwad,,,,,,-1,0,-1,,
75.9187889,16.2922133,Sadashiva Sugars Limited,,,,,,-1,0,-1,,
74.81477,16.162065,SATISH SUGARS AWARDS GROUP,,,,,,-1,0,-1,,
75.844073,14.630302,Shamanur Sugars Ltd,,,,,,-1,0,-1,,
74.7073692,16.5493215,Bavan Soundatti,,,,,,-1,0,-1,,
77.4525189,12.7148443,SPR Sugar Factory,,,,,,-1,0,-1,,
77.585484,12.991407,S P R Sugars Pvt Ltd,,,,,,-1,0,-1,,
74.5691425,16.8636102,The Ugar Sugar Works Ltd,,,,,,-1,0,-1,,
72.8362498,19.0606917,The Ugar Sugar Works Ltd.,,,,,,-1,0,-1,,
74.4977664,15.8348544,The Ugar Sugar Works Limited,,,,,,-1,0,-1,,
74.3385853,18.0533151,New Phaltan Sugar Factory,,,,,,-1,0,-1,,
74.722422,16.710706,Shiraguppi Sugar Works Ltd,,,,,,-1,0,-1,,
74.2736848,16.7512537,Venkateshwara Power Project Ltd Sugar Factory,,,,,,-1,0,-1,,
74.7108497,16.2776613,Viswanath Sugars Ltd,,,,,,-1,0,-1,,
74.5443018,15.643452,Laila Sugars Private Limited,,,,,,-1,0,-1,,
77.6385779,12.9233948,Parrys Sugar Industries Limited,,,,,,-1,0,-1,,
77.74342,12.78542,RameeGuestline Hotels & Resorts,,,,,,-1,0,-1,,
78.4054052,17.415153,Vijayanagar Sugar Pvt. Ltd.,,,,,,-1,0,-1,,
77.7099201,8.742775,Sugar Mill Colony,,,,,,-1,0,-1,,
77.7092171,8.7434113,Sugar Factory,,,,,,-1,0,-1,,
77.5864471,12.9902521,The Sugar Factory,,,,,,-1,0,-1,,
77.7487845,11.2072609,Sugar Factory,,,,,,-1,0,-1,,
80.2475535,13.0609174,Thiru Arooran Sugars Limited,,,,,,-1,0,-1,,
78.0716425,12.3241633,Dharmapuri District Co-op Sugar Mills Polytechnic College,,,,,,-1,0,-1,,
77.725042,11.319301,Ponni Sugars Erode Ltd.,,,,,,-1,0,-1,,
77.6806619,11.6452171,sakthi sugars office,,,,,,-1,0,-1,,
77.5721025,11.4776695,Sakthi Sugars Fertilizer Depot 1,,,,,,-1,0,-1,,
77.571972,11.474642,Sakthi Sugars,,,,,,-1,0,-1,,
78.3628895,9.8323718,Sakthi Sugar Factory,,,,,,-1,0,-1,,
78.4382469,17.4164707,Sarita Sugars Limited,,,,,,-1,0,-1,,
79.8612177,12.7785622,Sv sugar mill,,,,,,-1,0,-1,,
79.8625588,12.7786773,"Padmaadevi Sugars Ltd., Palayaseevaram, Tamil Nadu",,,,,,-1,0,-1,,
80.2903202,13.0890977,E.I.D-Parry India Limited,,,,,,-1,0,-1,,
78.0225205,11.0750462,EID Parry Sugar Factory,,,,,,-1,0,-1,,
78.099575,10.0454724,"The National Co.op. Sugar Mills Ltd., Mettupatti, Tamil Nadu",,,,,,-1,0,-1,,
79.6515441,11.2041245,NPKRR Sugar Factory,,,,,,-1,0,-1,,
78.1286287,11.0753621,"The Salem Co-Op. Sugar Mills Ltd., Mohanur, Tamil Nadu",,,,,,-1,0,-1,,
78.7292786,11.403163,dhanalakshmi srinivAsan sugars,,,,,,-1,0,-1,,
79.0829174,11.0069474,Kothari Sugars & Chemicals Ltd Sathamangalam Unit,,,,,,-1,0,-1,,
79.2190862,11.393122,Shree Ambika Sugar,,,,,,-1,0,-1,,
78.813811,10.3783265,"EID Parry India Limited, Pudukkottai",,,,,,-1,0,-1,,
77.269721,11.4857864,Bannari Amman Sugars,,,,,,-1,0,-1,,
80.2474816,13.0609906,Shree Ambika Sugars Pvt Ltd,,,,,,-1,0,-1,,
79.0771651,10.671299,"Arignar Anna Sugar Mills Ltd., Kurungulam, Tamil Nadu",,,,,,-1,0,-1,,
79.1110061,13.2344449,Chittoor Co-op Sugars Ltd.,,,,,,-1,0,-1,,
78.5758398,13.4230564,KBD Sugars & Distilleries Ltd,,,,,,-1,0,-1,,
79.7111136,13.3984986,Prudential Sugar Factory,,,,,,-1,0,-1,,
82.547666,17.3723345,Thandava Co-Operative Sugars Ltd.,,,,,,-1,0,-1,,
82.9941683,17.7161383,Anakapalle V V Ramana Cooperative Sugars Limited,,,,,,-1,0,-1,,
81.6858526,16.7530448,The Andhra Sugars Limited,,,,,,-1,0,-1,,
81.1974835,17.1386169,"The Andhra Sugars Ltd. (Unit II), Taduvai, Andhra Pradesh",,,,,,-1,0,-1,,
78.4906821,17.4359314,The Andhra Sugars Limited,,,,,,-1,0,-1,,
81.6685686,17.0006291,The Jeypore Sugars Limited,,,,,,-1,0,-1,,
82.251935,17.1105642,"The Kirlampudi Sugar Mills Ltd.,, Pithapuram, Andhra Pradesh",,,,,,-1,0,-1,,
83.9102347,18.4081337,"DVS SUGARS , Amudalavalasa",,,,,,-1,0,-1,,
83.98104,25.5644742,Chini Mill,,,,,,-1,0,-1,,
85.3184482,25.9268837,Chini Mill,,,,,,-1,0,-1,,
84.0768598,27.1304492,Bagaha Sugar Mills,,,,,,-1,0,-1,,
84.4609102,27.1134796,Sugar Mill,,,,,,-1,0,-1,,
84.6260011,26.7977975,Majhowlia Sugar Mill,,,,,,-1,0,-1,,
84.3564948,26.5235794,Sasamusa Suger Works Ltd.,,,,,,-1,0,-1,,
86.191349,25.7152448,Hasanpur Sugar Mills,"Sugar Mill.<br>Address	Hasanpur Road, Hasanpur, Samastipur, Bihar - 845205, India<br>Contact Person	<br>Phone	06275-258234<br>Fax	06275-258294",,,,,-1,0,-1,,
84.3955967,26.9939578,Lauriya Sugar Mill,,,,,,-1,0,-1,,
84.736127,26.7560255,Sugauli Sugar Mill,,,,,,-1,0,-1,,
88.4440225,22.67641,Shree Hanuman Sugar & Industries Limited,,,,,,-1,0,-1,,
88.349075,22.57682,Riga Sugar Co. Ltd,,,,,,-1,0,-1,,
79.0267177,28.7847728,Rampur Sugar Mill,,,,,,-1,0,-1,,
72.9571294,21.1603454,Chalthan Vibhag Khand Udyog Sahakari Mandli Ltd,,,,,,-1,0,-1,,
71.1935091,20.8972654,"Shri Narmada Khand Udyog Sahakari Mandli Ltd., Timbi, Gujarat","1	Ghanshyambhai G. Patel	Chairman	(02640) 249647, 249747, 241347	N.A.<br>2	Ajaysinh Parmar	Vice Chairman	(02645) 224281	N.A.<br>3	Narendrabhai N. Patel	M.D	N.A.	9428815719",,,,,-1,0,-1,,
72.9095127,21.0238358,Maroli Sugar Factory,,,,,,-1,0,-1,,
72.9088019,21.4853645,Pandvai Sugar Factory,,,,,,-1,0,-1,,
73.0087272,20.8152304,Gandevi Sugar Factory,,,,,,-1,0,-1,,
73.3006847,20.993862,Coper Sugar,,,,,,-1,0,-1,,
73.3642382,21.1151788,Vyara Sugar Factory,,,,,,-1,0,-1,,
72.9630347,21.3340581,Kamrej Sugar Factory,,,,,,-1,0,-1,,
72.9544192,20.5707793,Shree Valsad Sahakari Khand Udyog Mandli Ltd,,,,,,-1,0,-1,,
73.2138046,22.0573032,Gandhara Sugar Factory,,,,,,-1,0,-1,,
73.1967552,20.9387979,Mahuva Sugar Factory,,,,,,-1,0,-1,,
73.1018525,21.1337916,Khedut Sahakari Mandli Baben Sugar Factory,,,,,,-1,0,-1,,
70.6938189,20.8073362,Sugar Factory Staff Quarters,,,,,,-1,0,-1,,
73.7088009,22.2316308,SITARAM SUGARS AND ALLIED IND. LTD.,,,,,,-1,0,-1,,
74.270947,21.5311744,"Shree Kedareshwar Khandsari Udyog, Nimbhora, Gujarat","Plant Name : Nimbhora<br>Address : Vill. & PO. Nimbhora, Teh. Nizar<br>Contact Details : (02628) 290272",,,,,-1,0,-1,,
72.9544192,20.5707793,Shree Valsad Sahakari Khand Udyog Mandli Ltd,,,,,,-1,0,-1,,
73.6048794,21.2790174,"Shri Ukai Asargrast Vibhag Sahakari Khand Udyog Mandli Ltd.,, Tapi, Gujarat","1	Sahadevbhai B. Chaudhary	Chairman		9825477244,9979667272<br>2	Dinakarrao Y. Marathe	Secretary		<br>3	Vilas J. Damit	Ch.Agri.Offr.		9727265142, 9427151904.",,,,,-1,0,-1,,
73.0087272,20.8152304,Gandevi Sugar Factory,,,,,,-1,0,-1,,
77.3460818,28.0761106,Palwal Sugar Mill,,,,,,-1,0,-1,,
76.8608055,30.6967302,Haryana State Federation of Co-operative Sugar Mills Limited,,,,,,-1,0,-1,,
77.0534277,30.4571455,"Naraingarh Sugar Mills Ltd., PO. Shahzadpur, Haryana","1	Smt. Renu Anand	Director	(01734) 277388",,,,,-1,0,-1,,
77.0270857,29.6634925,Sugar Mill Karnal,,,,,,-1,0,-1,,
76.9578248,29.3737742,Panipat Cooperative Sugar Mills Limited,,,,,,-1,0,-1,,
76.4526935,29.7877707,Kaithal Cooperative Sugar Mill,,,,,,-1,0,-1,,
76.2962723,28.9697008,"The Meham Co-Op. Sugar Mills Ltd., Meham, Haryana","1	Pradeep Ahlawat (HCS)	M.D.	(01257) 215144	N.A.<br>2	W.S. Dhillon	Ch.Engr.	N.A.	9050379496<br>3	T.C. Katiyar	Ch.Chemist	N.A.	9992333922<br>4	K.S. Dhillon	Cane Mgr.	N.A.	9992333917<br>5	Surender Pal	Cane Deve.Offr.	N.A.	9992333972<br>6	Surender Singh	Purchase Offr.	N.A.	9466123606",,,,,-1,0,-1,,
76.2952316,29.3526942,"The Jind Co-Op. Sugar Mills Ltd., Jind, Haryana","1	Vinay Yadav (IAS)	Chairman	N.A.	N.A.<br>2	Yogesh Mehta (HCS)	M.D.	N.A.	9255997181<br>3	S.K. Rastogi	Ch.Engr.	N.A.	9466155604<br>4	Amberish Bhargava	Ch. Chemist	N.A.	9466155604<br>5	Rohtash Lather	Ch.Agri.Offr.	N.A.	9466155608<br>6	Surendra Sharma	Ch.Acct.	N.A.	7027002425",,,,,-1,0,-1,,
77.0129156,29.0143798,"The Sonipat Co-operative Sugar Mills Ltd., Sonipat, Haryana","K.M. Pandyrang	Chairman	(0130) 2220500	N.A.<br>2	Dr.Subhita Dhaka	M.D.	N.A.	9728310001<br>3	B.S. Hooda	Ch.Chemist	N.A.	9728310004<br>4	D.K. Mehta	Ch.Acct.Offr.	N.A.	9728310019<br>5	M.L. Sharma	Cane Mgr.	N.A.	9728310005<br>6	D.S. Pahal	Dy.Ch.Engr.	N.A.	9728310002",,,,,-1,0,-1,,
76.6831326,29.5264919,"Hafed Sugar Mills, Vill. Phaphran, Haryana","Address : (A unit of The Haryana State Co-op. Supply & Marketing Federation Ltd.), Assandh, Vill. Phaphran, Teh. Assandh<br>City : Vill. Phaphran<br>Pin Code : 132 046<br>State : Haryana<br>District : Karnal<br>Register Office Address : Hafed, Sector- 5, Panchkula, Ph. (0172) 2590520-26, Fax- (0172) 2590711<br>Nearest City/Town : Assandh 10 Km<br>Nearest District : Karnal 35 Km",,,,,-1,0,-1,,
76.6407108,29.1252477,"Chaudhary Devi Lal Co.Op Sugar Mills Ltd., Ahulana, Haryana","Plant Name : Gohana<br>Address : PO. Ahulana, Teh. Gohana<br>Contact Details : (01263) 269244, 269172",,,,,-1,0,-1,,
76.9793639,29.903044,Piccadily Agro Industries Ltd.,,,,,,-1,0,-1,,
76.8931703,30.1528011,The Shahabad Co - Operative Sugar Mills Ltd,,,,,,-1,0,-1,,
75.4577776,16.1933239,Gem Sugars Ltd,,,,,,-1,0,-1,,
75.0376159,16.3927436,Godavari Biorefineries Ltd.,,,,,,-1,0,-1,,
75.1239547,15.3647083,E I D Parry ( India) Ltd,,,,,,-1,0,-1,,
74.920147,16.7696,Athani Sugars Limited Unit 1,,,,,,-1,0,-1,,
74.6143019,16.5070966,Shree Doodhaganga Krishna Sahakari Sakkare Karakhane Niyamit Chikodi (DKSSK Chikodi),,,,,,-1,0,-1,,
74.543202,16.384653,OM SUGARS ETP,,,,,,-1,0,-1,,
74.764967,16.2410049,"The Ghataprabha Sahakari Sakkare Karkhane Niyamit, Teh. Gokak, Karnataka","1	Ashok R. Patil	Chairman	N.A.	9448347047<br>2	R.K. Maharaddi	Vice Chairman	N.A.	9449734730<br>3	S.M. Ranjanagi	M.D.	N.A.	9448636440<br>4	M.A. Lokannavar	Ch.Engr.	N.A.	9448589851<br>5	S.M. Koujalagi	Ch. Chemist	N.A.	9448589851<br>6	J.R. Babaleshwar	Cane Deve.Offr.	N.A.	9448873655, 8105451277<br>7	S.S. Yardi	Offi.Supdt.	N.A.	9448629227",,,,,-1,0,-1,,
74.9181156,15.7038186,Shree Someshwar Sahakari Sakkare Karkhane Niyamit,,,,,,-1,0,-1,,
75.050163,16.6657805,The Krishna Sugar Factory,,,,,,-1,0,-1,,
74.7147215,15.693681,Malaprabha Sugars,,,,,,-1,0,-1,,
74.7622347,15.3154225,Parrys Sugar Industries Limited,,,,,,-1,0,-1,,
74.5035105,15.8574603,Shree Renuka Sugars Limited,,,,,,-1,0,-1,,
75.1201344,15.7577276,"Shree Renuka Sugars Ltd, Teh. Saundatti, Karnataka","1	Mrs. Vidya Murkumbi	Chairman	(022) 24975703	N.A.<br>2	Narendra Murkumbi	M.D.	N.A.	N.A.<br>3	A.S. Khot	Gen.Mgr. / Unit Head	N.A.	9449834040<br>4	N.S. Mugalkhod	Gen.Mgr. (Cane)	N.A.	7760994477<br>5	Rayappa Budhihal	Mgr. (Engg.)	N.A.	8861386145<br>6	S.B. Pratap	Sr.Mgr. (Process)	N.A.	8861386139<br>7	A.M. Kamble	Asst.Gen.Mgr. (Power Plant)	N.A.	9449043032",,,,,-1,0,-1,,
74.7750903,16.4919941,SHIVSHAKTI SUGAR FACTRY,,,,,,-1,0,-1,,
75.3041553,15.9496932,"Shri Shivsagar Sugar Agro Products Ltd, Teh. Ramdurg, Karnataka","1	Rajendra B. Patil	C.M.D.	(08335) 273400	N.A.<br>2	S.S. Patil	Factory Mgr	N.A.	9686500312<br>3	K.K. Jayakkanvar	Dy.Gen. Mgr	N.A.	9686500314<br>4	K.S. Chougule	Dy.Gen.Mgr.(Process)	N.A.	9686137006",,,,,-1,0,-1,,
74.4788235,16.5144823,Venkateshwara Power Project Ltd,,,,,,-1,0,-1,,
74.8199737,16.1954912,Sugar mill,,,,,,-1,0,-1,,
74.8178134,16.1929723,Ghatprabha Sugars,,,,,,-1,0,-1,,
75.6142619,13.9044729,Tungabhadra Sugar Works Ltd,,,,,,-1,0,-1,,
